,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
47,CZE,Czech Republic,31/03/20,3002,173,24,8,280.325,16.155,2.241,0.747,10708982.0,137.17600000000002,43.3,32605.906000000003,227.485,Europe,31,3,2020
48,COD,Democratic Republic of Congo,31/03/20,98,17,8,0,1.094,0.19,0.08900000000000001,0.0,89561404.0,35.879,17.0,808.133,318.949,Africa,31,3,2020
49,DNK,Denmark,31/03/20,2577,182,77,5,444.908,31.421999999999997,13.294,0.863,5792203.0,136.52,42.3,46682.515,114.76700000000001,Europe,31,3,2020
50,DJI,Djibouti,31/03/20,26,7,0,0,26.316,7.085,0.0,0.0,988002.0,41.285,25.4,2705.406,258.03700000000003,Africa,31,3,2020
51,DMA,Dominica,27/03/20,11,4,0,0,152.797,55.563,0.0,0.0,71991.0,98.56700000000001,,9673.367,227.37599999999998,Americas,27,3,2020
52,DOM,Dominican Republic,31/03/20,901,42,42,3,83.05799999999999,3.872,3.872,0.27699999999999997,10847904.0,222.873,27.6,14600.861,266.653,Americas,31,3,2020
53,ECU,Ecuador,31/03/20,1966,76,62,4,111.432,4.308,3.514,0.22699999999999998,17643060.0,66.939,28.1,10581.936000000002,140.44799999999998,Americas,31,3,2020
54,EGY,Egypt,31/03/20,609,33,40,4,5.9510000000000005,0.322,0.391,0.039,102334403.0,97.999,25.3,10550.206,525.432,Africa,31,3,2020
55,SLV,El Salvador,31/03/20,32,2,0,0,4.934,0.308,0.0,0.0,6486201.0,307.811,27.6,7292.4580000000005,167.295,Americas,31,3,2020
56,GNQ,Equatorial Guinea,30/03/20,14,1,0,0,9.979,0.713,0.0,0.0,1402985.0,45.193999999999996,22.4,22604.873,202.812,Africa,30,3,2020
57,ERI,Eritrea,30/03/20,12,6,0,0,3.384,1.692,0.0,0.0,3546427.0,44.303999999999995,19.3,1510.4589999999998,311.11,Africa,30,3,2020
58,EST,Estonia,31/03/20,715,36,3,0,538.997,27.138,2.262,0.0,1326539.0,31.033,42.7,29481.252,255.56900000000002,Europe,31,3,2020
59,ETH,Ethiopia,31/03/20,23,7,0,0,0.2,0.061,0.0,0.0,114963583.0,104.95700000000001,19.8,1729.9270000000001,182.63400000000001,Africa,31,3,2020
60,FRO,Faeroe Islands,31/03/20,168,9,0,0,3438.0440000000003,184.18099999999998,0.0,0.0,48865.0,35.308,,,,Europe,31,3,2020
61,FJI,Fiji,25/03/20,5,1,0,0,5.577999999999999,1.1159999999999999,0.0,0.0,896444.0,49.562,28.6,8702.975,412.82,Oceania,25,3,2020
62,FIN,Finland,31/03/20,1313,95,13,2,236.97299999999998,17.146,2.346,0.361,5540718.0,18.136,42.8,40585.721,153.507,Europe,31,3,2020
63,FRA,France,31/03/20,44550,4376,3024,418,682.513,67.041,46.328,6.404,65273512.0,122.57799999999999,42.0,38605.671,86.06,Europe,31,3,2020
64,PYF,French Polynesia,31/03/20,36,1,0,0,128.158,3.56,0.0,0.0,280904.0,77.324,32.7,,,Oceania,31,3,2020
65,GAB,Gabon,27/03/20,7,1,1,0,3.145,0.449,0.449,0.0,2225728.0,7.859,23.1,16562.413,259.967,Africa,27,3,2020
66,GMB,Gambia,31/03/20,4,1,1,0,1.655,0.414,0.414,0.0,2416664.0,207.56599999999997,17.5,1561.767,331.43,Africa,31,3,2020
67,GEO,Georgia,31/03/20,98,8,0,0,24.566,2.005,0.0,0.0,3989175.0,65.032,38.7,9745.079,496.218,Asia,31,3,2020
68,DEU,Germany,31/03/20,61913,4615,583,128,738.96,55.082,6.957999999999999,1.528,83783945.0,237.016,46.6,45229.245,156.139,Europe,31,3,2020
69,GHA,Ghana,30/03/20,152,11,5,0,4.8919999999999995,0.354,0.161,0.0,31072945.0,126.719,21.1,4227.63,298.245,Africa,30,3,2020
70,GIB,Gibraltar,31/03/20,69,4,0,0,2048.025,118.726,0.0,0.0,33691.0,3457.1,,,,Europe,31,3,2020
71,GRC,Greece,31/03/20,1212,56,43,5,116.281,5.372999999999999,4.125,0.48,10423056.0,83.479,45.3,24574.382,175.695,Europe,31,3,2020
72,GRL,Greenland,29/03/20,10,1,0,0,176.143,17.614,0.0,0.0,56772.0,0.13699999999999998,,,199.94099999999997,Americas,29,3,2020
73,GRD,Grenada,29/03/20,9,2,0,0,79.986,17.775,0.0,0.0,112519.0,317.132,29.4,13593.877,243.96400000000003,Americas,29,3,2020
74,GUM,Guam,31/03/20,60,4,1,0,355.486,23.699,5.925,0.0,168783.0,304.128,31.4,,310.496,Oceania,31,3,2020
75,GTM,Guatemala,30/03/20,36,2,1,0,2.009,0.11199999999999999,0.055999999999999994,0.0,17915567.0,157.834,22.9,7423.808000000001,155.898,Americas,30,3,2020
76,GGY,Guernsey,30/03/20,45,6,0,0,,,,,,,,,,Europe,30,3,2020
77,GIN,Guinea,31/03/20,16,8,0,0,1.218,0.609,0.0,0.0,13132792.0,51.755,19.0,1998.9260000000002,336.717,Africa,31,3,2020
78,GNB,Guinea-Bissau,27/03/20,2,2,0,0,1.016,1.016,0.0,0.0,1967998.0,66.191,19.4,1548.675,382.474,Africa,27,3,2020
79,GUY,Guyana,29/03/20,8,3,1,0,10.171,3.8139999999999996,1.271,0.0,786559.0,3.952,26.3,7435.047,373.159,Americas,29,3,2020
80,HTI,Haiti,30/03/20,15,7,0,0,1.315,0.614,0.0,0.0,11402533.0,398.44800000000004,24.3,1653.1729999999998,430.548,Americas,30,3,2020
81,HND,Honduras,31/03/20,141,2,7,4,14.235999999999999,0.20199999999999999,0.7070000000000001,0.40399999999999997,9904608.0,82.805,24.9,4541.795,240.208,Americas,31,3,2020
82,HKG,Hong Kong,01/03/20,0,0,0,0,,,,,7496988.0,7039.714,44.8,56054.92,,Asia,1,3,2020
83,HUN,Hungary,31/03/20,492,45,16,1,50.93,4.658,1.656,0.10400000000000001,9660350.0,108.04299999999999,43.4,26777.561,278.296,Europe,31,3,2020
84,ISL,Iceland,31/03/20,1086,66,2,0,3182.4179999999997,193.407,5.861000000000001,0.0,341250.0,3.404,37.3,46482.958,117.992,Europe,31,3,2020
85,IND,India,31/03/20,1251,180,32,3,0.907,0.13,0.023,0.002,1380004385.0,450.41900000000004,28.2,6426.674,282.28,Asia,31,3,2020
86,IDN,Indonesia,31/03/20,1414,129,122,8,5.17,0.47200000000000003,0.446,0.028999999999999998,273523621.0,145.725,29.3,11188.743999999999,342.86400000000003,Asia,31,3,2020
87,IRN,Iran,31/03/20,41495,3186,2757,117,494.03,37.931999999999995,32.824,1.393,83992953.0,49.831,32.4,19082.62,270.308,Asia,31,3,2020
88,IRQ,Iraq,31/03/20,630,83,46,4,15.663,2.064,1.1440000000000001,0.099,40222503.0,88.125,20.0,15663.986,218.612,Asia,31,3,2020
89,IRL,Ireland,31/03/20,2910,295,54,8,589.332,59.743,10.936,1.62,4937796.0,69.874,38.7,67335.293,126.459,Europe,31,3,2020
90,IMN,Isle of Man,30/03/20,42,10,0,0,493.93199999999996,117.603,0.0,0.0,85032.0,147.872,,,,Europe,30,3,2020
91,ISR,Israel,31/03/20,4473,226,17,2,516.779,26.11,1.964,0.231,8655541.0,402.606,30.6,33132.32,93.32,Asia,31,3,2020
92,ITA,Italy,31/03/20,101739,4050,11591,810,1682.6979999999999,66.984,191.708,13.397,60461828.0,205.859,47.9,35220.084,113.15100000000001,Europe,31,3,2020
93,JAM,Jamaica,31/03/20,38,4,1,0,12.833,1.351,0.33799999999999997,0.0,2961161.0,266.879,31.4,8193.571,206.537,Americas,31,3,2020
94,JPN,Japan,31/03/20,1953,87,56,2,15.442,0.688,0.44299999999999995,0.016,126476458.0,347.778,48.2,39002.223,79.37,Asia,31,3,2020
95,JEY,Jersey,30/03/20,63,2,2,1,,,,,,,,,,Europe,30,3,2020
96,JOR,Jordan,31/03/20,268,9,5,4,26.266,0.882,0.49,0.392,10203140.0,109.285,23.2,8337.49,208.257,Asia,31,3,2020
97,KAZ,Kazakhstan,31/03/20,325,41,1,0,17.309,2.184,0.053,0.0,18776707.0,6.681,30.6,24055.588,466.792,Asia,31,3,2020
98,KEN,Kenya,31/03/20,50,8,1,0,0.93,0.149,0.019,0.0,53771300.0,87.324,20.0,2993.028,218.637,Africa,31,3,2020
99,RKS,Kosovo,31/03/20,106,15,1,0,54.843,7.761,0.517,0.0,,,,,,,31,3,2020
100,KWT,Kuwait,31/03/20,266,11,0,0,62.287,2.576,0.0,0.0,4270563.0,232.128,33.7,65530.537000000004,132.235,Asia,31,3,2020
101,KGZ,Kyrgyzstan,29/03/20,84,26,0,0,12.875,3.985,0.0,0.0,6524191.0,32.333,26.3,3393.474,436.36199999999997,Asia,29,3,2020
102,LAO,Laos,31/03/20,9,3,0,0,1.237,0.41200000000000003,0.0,0.0,7275556.0,29.715,24.4,6397.36,368.111,Asia,31,3,2020
103,LVA,Latvia,30/03/20,376,71,0,0,199.342,37.641999999999996,0.0,0.0,1886202.0,31.212,43.9,25063.846,350.06,Europe,30,3,2020
104,LBN,Lebanon,31/03/20,446,8,11,1,65.344,1.172,1.6119999999999999,0.147,6825442.0,594.561,31.1,13367.565,266.591,Asia,31,3,2020
105,LBR,Liberia,22/03/20,3,1,0,0,0.593,0.198,0.0,0.0,5057677.0,49.126999999999995,19.2,752.788,272.509,Africa,22,3,2020
106,LBY,Libya,30/03/20,8,7,0,0,1.1640000000000001,1.0190000000000001,0.0,0.0,6871287.0,3.623,29.0,17881.509,341.86199999999997,Africa,30,3,2020
107,LIE,Liechtenstein,31/03/20,64,2,0,0,1678.16,52.443000000000005,0.0,0.0,38137.0,237.012,,,,Europe,31,3,2020
108,LTU,Lithuania,30/03/20,484,90,7,0,177.791,33.06,2.571,0.0,2722291.0,45.135,43.5,29524.265,342.98900000000003,Europe,30,3,2020
109,LUX,Luxembourg,31/03/20,1988,38,22,1,3175.841,60.705,35.145,1.598,625976.0,231.447,39.7,94277.965,128.275,Europe,31,3,2020
110,MKD,Macedonia,31/03/20,285,26,7,1,136.797,12.48,3.36,0.48,2083380.0,82.6,39.1,13111.214,322.688,Europe,31,3,2020
111,MDG,Madagascar,31/03/20,44,7,0,0,1.589,0.253,0.0,0.0,27691019.0,43.951,19.6,1416.44,405.994,Africa,31,3,2020
112,MYS,Malaysia,31/03/20,2626,156,37,3,81.135,4.82,1.143,0.09300000000000001,32365998.0,96.25399999999999,29.9,26808.164,260.942,Asia,31,3,2020
113,MDV,Maldives,30/03/20,17,1,0,0,31.45,1.85,0.0,0.0,540542.0,1454.433,30.6,15183.616000000002,164.905,Asia,30,3,2020
114,MLI,Mali,30/03/20,18,9,0,0,0.889,0.444,0.0,0.0,20250834.0,15.196,16.4,2014.306,268.024,Africa,30,3,2020
115,MLT,Malta,31/03/20,165,9,0,0,373.69300000000004,20.383,0.0,0.0,441539.0,1454.037,42.4,36513.323,168.71099999999998,Europe,31,3,2020
116,MRT,Mauritania,29/03/20,5,2,0,0,1.075,0.43,0.0,0.0,4649660.0,4.289,20.3,3597.633,232.347,Africa,29,3,2020
117,MUS,Mauritius,31/03/20,128,18,3,0,100.647,14.154000000000002,2.359,0.0,1271767.0,622.962,37.4,20292.745,224.644,Africa,31,3,2020
118,MEX,Mexico,31/03/20,1094,101,28,8,8.485,0.7829999999999999,0.217,0.062,128932753.0,66.444,29.3,17336.468999999997,152.783,Americas,31,3,2020
119,MDA,Moldova,31/03/20,298,35,2,0,73.873,8.676,0.496,0.0,4033963.0,123.655,37.6,5189.972,408.50199999999995,Europe,31,3,2020
120,MCO,Monaco,31/03/20,49,3,0,0,1248.599,76.445,0.0,0.0,39244.0,19347.5,,,,Europe,31,3,2020
121,MNG,Mongolia,29/03/20,12,1,0,0,3.66,0.305,0.0,0.0,3278292.0,1.98,28.6,11840.846000000001,460.043,Asia,29,3,2020
122,MNE,Montenegro,31/03/20,91,6,1,0,144.89,9.552999999999999,1.5919999999999999,0.0,628062.0,46.28,39.1,16409.288,387.305,Europe,31,3,2020
123,MSR,Montserrat,27/03/20,5,4,0,0,1000.2,800.16,0.0,0.0,4999.0,,,,,Americas,27,3,2020
124,MAR,Morocco,31/03/20,556,77,33,7,15.062999999999999,2.086,0.894,0.19,36910558.0,80.08,29.6,7485.013000000001,419.14599999999996,Africa,31,3,2020
125,MOZ,Mozambique,29/03/20,8,1,0,0,0.256,0.032,0.0,0.0,31255435.0,37.728,17.7,1136.103,329.94199999999995,Africa,29,3,2020
126,MMR,Myanmar,31/03/20,14,6,0,0,0.257,0.11,0.0,0.0,54409794.0,81.721,29.1,5591.597,202.104,Asia,31,3,2020
127,NAM,Namibia,30/03/20,11,3,0,0,4.329,1.181,0.0,0.0,2540916.0,3.0780000000000003,22.0,9541.808,243.81099999999998,Africa,30,3,2020
128,NPL,Nepal,29/03/20,5,2,0,0,0.172,0.069,0.0,0.0,29136808.0,204.43,25.0,2442.804,260.797,Asia,29,3,2020
129,NLD,Netherlands,31/03/20,11750,884,864,93,685.7360000000001,51.591,50.423,5.428,17134873.0,508.54400000000004,43.2,48472.545,109.361,Europe,31,3,2020
130,NCL,New Caledonia,31/03/20,16,1,0,0,56.044,3.503,0.0,0.0,285491.0,15.342,33.4,,,Oceania,31,3,2020
131,NZL,New Zealand,31/03/20,647,95,1,0,134.17,19.7,0.207,0.0,4822233.0,18.206,37.9,36085.843,128.797,Oceania,31,3,2020
132,NIC,Nicaragua,29/03/20,4,2,1,0,0.604,0.302,0.151,0.0,6624554.0,51.667,27.3,5321.444,137.016,Americas,29,3,2020
133,NER,Niger,31/03/20,20,10,3,2,0.826,0.413,0.124,0.083,24206636.0,16.955,15.1,926.0,238.33900000000003,Africa,31,3,2020
134,NGA,Nigeria,31/03/20,131,34,2,1,0.635,0.165,0.01,0.005,206139587.0,209.588,18.1,5338.454000000001,181.013,Africa,31,3,2020
135,MNP,Northern Mariana Islands,31/03/20,2,2,0,0,34.748000000000005,34.748000000000005,0.0,0.0,57557.0,119.87799999999999,,,194.99400000000003,Oceania,31,3,2020
136,NOR,Norway,31/03/20,4226,124,26,4,779.5260000000001,22.873,4.796,0.738,5421242.0,14.462,39.7,64800.057,114.316,Europe,31,3,2020
137,OMN,Oman,31/03/20,179,12,0,0,35.053000000000004,2.35,0.0,0.0,5106622.0,14.98,30.7,37960.709,266.342,Asia,31,3,2020
138,PAK,Pakistan,31/03/20,1625,99,18,5,7.357,0.44799999999999995,0.081,0.023,220892331.0,255.57299999999998,23.5,5034.708,423.031,Asia,31,3,2020
139,PSE,Palestine,31/03/20,115,9,1,0,22.543000000000003,1.764,0.196,0.0,5101416.0,778.202,20.4,4449.898,265.91,Asia,31,3,2020
140,PAN,Panama,31/03/20,1075,86,26,2,249.144,19.932000000000002,6.026,0.46399999999999997,4314768.0,55.133,29.7,22267.037,128.346,Americas,31,3,2020
141,PNG,Papua New Guinea,21/03/20,1,1,0,0,0.11199999999999999,0.11199999999999999,0.0,0.0,8947027.0,18.22,22.6,3823.1940000000004,561.494,Oceania,21,3,2020
142,PRY,Paraguay,31/03/20,65,1,3,0,9.113,0.14,0.42100000000000004,0.0,7132530.0,17.144000000000002,26.5,8827.01,199.128,Americas,31,3,2020
143,PER,Peru,31/03/20,950,98,24,6,28.811999999999998,2.972,0.728,0.182,32971846.0,25.129,29.1,12236.706,85.755,Americas,31,3,2020
144,PHL,Philippines,31/03/20,2084,666,88,17,19.018,6.077999999999999,0.8029999999999999,0.155,109581085.0,351.87300000000005,25.2,7599.188,370.43699999999995,Asia,31,3,2020
145,POL,Poland,31/03/20,2055,193,31,9,54.298,5.1,0.8190000000000001,0.23800000000000002,37846605.0,124.027,41.8,27216.445,227.331,Europe,31,3,2020
146,PRT,Portugal,31/03/20,6408,446,140,21,628.438,43.74,13.73,2.059,10196707.0,112.37100000000001,46.2,27936.896,127.84200000000001,Europe,31,3,2020
147,PRI,Puerto Rico,31/03/20,174,47,6,1,60.821000000000005,16.429000000000002,2.097,0.35,2860840.0,376.23199999999997,38.2,35044.67,108.094,Americas,31,3,2020
148,QAT,Qatar,31/03/20,693,59,1,0,240.53599999999997,20.479,0.34700000000000003,0.0,2881060.0,227.322,31.9,116935.6,176.69,Asia,31,3,2020
149,ROU,Romania,31/03/20,1952,192,44,4,101.46799999999999,9.98,2.287,0.20800000000000002,19237682.0,85.12899999999999,43.0,23313.199,370.94599999999997,Europe,31,3,2020
150,RUS,Russia,31/03/20,1836,302,10,2,12.581,2.069,0.069,0.013999999999999999,145934460.0,8.823,39.6,24765.953999999998,431.29699999999997,Europe,31,3,2020
151,RWA,Rwanda,30/03/20,70,10,0,0,5.404,0.772,0.0,0.0,12952209.0,494.869,20.3,1854.211,191.375,Africa,30,3,2020
152,KNA,Saint Kitts and Nevis,30/03/20,7,5,0,0,131.599,93.999,0.0,0.0,53192.0,212.865,,24654.385,,Americas,30,3,2020
153,LCA,Saint Lucia,30/03/20,9,5,0,0,49.012,27.229,0.0,0.0,183629.0,293.187,34.9,12951.839,204.62,Americas,30,3,2020
154,VCT,Saint Vincent and the Grenadines,13/03/20,1,1,0,0,9.013,9.013,0.0,0.0,110947.0,281.78700000000003,31.8,10727.146,252.675,Americas,13,3,2020
155,SMR,San Marino,30/03/20,229,5,24,2,6747.599,147.327,707.172,58.931000000000004,33938.0,556.6669999999999,,56861.47,,Europe,30,3,2020
156,SAU,Saudi Arabia,31/03/20,1453,224,8,0,41.736000000000004,6.434,0.23,0.0,34813867.0,15.322000000000001,31.9,49045.41099999999,259.538,Asia,31,3,2020
157,SEN,Senegal,31/03/20,162,20,0,0,9.675,1.194,0.0,0.0,16743930.0,82.32799999999999,18.7,2470.58,241.21900000000002,Africa,31,3,2020
158,SRB,Serbia,30/03/20,741,82,13,3,108.897,12.050999999999998,1.91,0.441,6804596.0,80.291,41.2,14048.881000000001,439.415,Europe,30,3,2020
159,SYC,Seychelles,31/03/20,10,2,0,0,101.68799999999999,20.338,0.0,0.0,98340.0,208.354,36.2,26382.287,242.648,Africa,31,3,2020
160,SGP,Singapore,30/03/20,844,41,3,0,144.265,7.007999999999999,0.513,0.0,5850343.0,7915.731,42.4,85535.383,92.243,Asia,30,3,2020
161,SXM,Sint Maarten (Dutch part),28/03/20,3,1,0,0,69.959,23.32,0.0,0.0,42882.0,1209.088,,36327.232,,Americas,28,3,2020
162,SVK,Slovakia,30/03/20,336,41,0,0,61.542,7.51,0.0,0.0,5459643.0,113.12799999999999,41.2,30155.152000000002,287.959,Europe,30,3,2020
163,SVN,Slovenia,31/03/20,763,33,11,0,367.015,15.874,5.291,0.0,2078932.0,102.619,44.5,31400.84,153.493,Europe,31,3,2020
164,SOM,Somalia,28/03/20,3,1,0,0,0.18899999999999997,0.063,0.0,0.0,15893219.0,23.5,16.8,,365.769,Africa,28,3,2020
165,ZAF,South Africa,31/03/20,1326,46,3,1,22.358,0.7759999999999999,0.051,0.017,59308690.0,46.754,27.3,12294.876,200.38,Africa,31,3,2020
166,KOR,South Korea,31/03/20,9786,125,163,5,190.875,2.438,3.179,0.098,51269183.0,527.967,43.4,35938.373999999996,85.99799999999999,Asia,31,3,2020
167,ESP,Spain,31/03/20,104267,8145,7340,812,2230.0820000000003,174.207,156.989,17.367,46754783.0,93.105,45.5,34272.36,99.40299999999999,Europe,31,3,2020
168,LKA,Sri Lanka,30/03/20,120,5,1,0,5.604,0.23399999999999999,0.047,0.0,21413250.0,341.955,34.1,11669.077,197.093,Asia,30,3,2020
169,SDN,Sudan,31/03/20,6,1,2,1,0.13699999999999998,0.023,0.046,0.023,43849269.0,23.258000000000003,19.7,4466.5070000000005,431.38800000000003,Africa,31,3,2020
170,SUR,Suriname,25/03/20,8,2,0,0,13.637,3.409,0.0,0.0,586634.0,3.612,29.6,13767.118999999999,258.314,Americas,25,3,2020
171,SWZ,Swaziland,28/03/20,9,3,0,0,7.757999999999999,2.5860000000000003,0.0,0.0,1160164.0,79.492,21.5,7738.975,333.436,Africa,28,3,2020
