,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
61,ERI,Eritrea,01/05/20,39,0,0,0,10.997,0.0,0.0,0.0,3546427.0,44.303999999999995,19.3,1510.4589999999998,311.11,Africa,1,5,2020
62,EST,Estonia,18/05/20,1774,4,63,0,1337.315,3.015,47.492,0.0,1326539.0,31.033,42.7,29481.252,255.56900000000002,Europe,18,5,2020
63,ETH,Ethiopia,18/05/20,317,11,5,0,2.7569999999999997,0.096,0.043,0.0,114963583.0,104.95700000000001,19.8,1729.9270000000001,182.63400000000001,Africa,18,5,2020
64,FRO,Faeroe Islands,01/05/20,187,0,0,0,3826.87,0.0,0.0,0.0,48865.0,35.308,,,,Europe,1,5,2020
65,FLK,Falkland Islands,01/05/20,13,0,0,0,3732.415,0.0,0.0,0.0,3483.0,,,,,Americas,1,5,2020
66,FJI,Fiji,01/05/20,18,0,0,0,20.079,0.0,0.0,0.0,896444.0,49.562,28.6,8702.975,412.82,Oceania,1,5,2020
67,FIN,Finland,18/05/20,6347,61,298,1,1145.519,11.009,53.784,0.18,5540718.0,18.136,42.8,40585.721,153.507,Europe,18,5,2020
68,FRA,France,18/05/20,142411,120,28108,483,2181.758,1.838,430.619,7.4,65273512.0,122.57799999999999,42.0,38605.671,86.06,Europe,18,5,2020
69,PYF,French Polynesia,06/05/20,60,2,0,0,213.59599999999998,7.12,0.0,0.0,280904.0,77.324,32.7,,,Oceania,6,5,2020
70,GAB,Gabon,17/05/20,1320,111,11,1,593.064,49.871,4.942,0.449,2225728.0,7.859,23.1,16562.413,259.967,Africa,17,5,2020
71,GMB,Gambia,13/05/20,23,1,1,0,9.517000000000001,0.414,0.414,0.0,2416664.0,207.56599999999997,17.5,1561.767,331.43,Africa,13,5,2020
72,GEO,Georgia,18/05/20,701,6,12,0,175.726,1.504,3.008,0.0,3989175.0,65.032,38.7,9745.079,496.218,Asia,18,5,2020
73,DEU,Germany,18/05/20,174697,342,7935,21,2085.089,4.082,94.708,0.251,83783945.0,237.016,46.6,45229.245,156.139,Europe,18,5,2020
74,GHA,Ghana,17/05/20,5735,97,29,1,184.56599999999997,3.122,0.9329999999999999,0.032,31072945.0,126.719,21.1,4227.63,298.245,Africa,17,5,2020
75,GIB,Gibraltar,12/05/20,147,1,0,0,4363.183,29.682,0.0,0.0,33691.0,3457.1,,,,Europe,12,5,2020
76,GRC,Greece,18/05/20,2834,15,163,1,271.897,1.439,15.638,0.096,10423056.0,83.479,45.3,24574.382,175.695,Europe,18,5,2020
77,GRL,Greenland,01/05/20,11,0,0,0,193.757,0.0,0.0,0.0,56772.0,0.13699999999999998,,,199.94099999999997,Americas,1,5,2020
78,GRD,Grenada,16/05/20,22,1,0,0,195.523,8.887,0.0,0.0,112519.0,317.132,29.4,13593.877,243.96400000000003,Americas,16,5,2020
79,GUM,Guam,15/05/20,154,2,5,0,912.414,11.85,29.624000000000002,0.0,168783.0,304.128,31.4,,310.496,Oceania,15,5,2020
80,GTM,Guatemala,18/05/20,1912,149,35,2,106.723,8.317,1.954,0.11199999999999999,17915567.0,157.834,22.9,7423.808000000001,155.898,Americas,18,5,2020
81,GGY,Guernsey,02/05/20,252,1,13,0,,,,,,,,,,Europe,2,5,2020
82,GIN,Guinea,17/05/20,2658,127,16,1,202.394,9.67,1.218,0.076,13132792.0,51.755,19.0,1998.9260000000002,336.717,Africa,17,5,2020
83,GNB,Guinea-Bissau,18/05/20,990,77,4,1,503.04900000000004,39.126,2.033,0.508,1967998.0,66.191,19.4,1548.675,382.474,Africa,18,5,2020
84,GUY,Guyana,17/05/20,117,1,10,0,148.749,1.271,12.714,0.0,786559.0,3.952,26.3,7435.047,373.159,Americas,17,5,2020
85,HTI,Haiti,18/05/20,456,98,20,0,39.991,8.595,1.754,0.0,11402533.0,398.44800000000004,24.3,1653.1729999999998,430.548,Americas,18,5,2020
86,HND,Honduras,18/05/20,2646,81,142,4,267.14799999999997,8.177999999999999,14.337,0.40399999999999997,9904608.0,82.805,24.9,4541.795,240.208,Americas,18,5,2020
87,HKG,Hong Kong,01/05/20,0,0,0,0,,,,,7496988.0,7039.714,44.8,56054.92,,Asia,1,5,2020
88,HUN,Hungary,18/05/20,3535,26,462,11,365.92900000000003,2.6910000000000003,47.824,1.139,9660350.0,108.04299999999999,43.4,26777.561,278.296,Europe,18,5,2020
89,ISL,Iceland,14/05/20,1802,1,10,0,5280.585999999999,2.93,29.304000000000002,0.0,341250.0,3.404,37.3,46482.958,117.992,Europe,14,5,2020
90,IND,India,18/05/20,96169,5242,3029,157,69.687,3.799,2.195,0.114,1380004385.0,450.41900000000004,28.2,6426.674,282.28,Asia,18,5,2020
91,IDN,Indonesia,18/05/20,17514,489,1148,59,64.031,1.788,4.197,0.21600000000000003,273523621.0,145.725,29.3,11188.743999999999,342.86400000000003,Asia,18,5,2020
92,IRN,Iran,18/05/20,120198,1806,6988,51,1431.049,21.502,83.197,0.607,83992953.0,49.831,32.4,19082.62,270.308,Asia,18,5,2020
93,IRQ,Iraq,18/05/20,3404,144,123,2,84.62899999999999,3.58,3.0580000000000003,0.05,40222503.0,88.125,20.0,15663.986,218.612,Asia,18,5,2020
94,IRL,Ireland,18/05/20,24112,64,1543,10,4883.15,12.960999999999999,312.488,2.025,4937796.0,69.874,38.7,67335.293,126.459,Europe,18,5,2020
95,IMN,Isle of Man,17/05/20,335,1,24,0,3939.6929999999998,11.76,282.247,0.0,85032.0,147.872,,,,Europe,17,5,2020
96,ISR,Israel,18/05/20,16617,9,272,4,1919.8110000000001,1.04,31.425,0.462,8655541.0,402.606,30.6,33132.32,93.32,Asia,18,5,2020
97,ITA,Italy,18/05/20,225435,675,31908,145,3728.551,11.164000000000001,527.738,2.398,60461828.0,205.859,47.9,35220.084,113.15100000000001,Europe,18,5,2020
98,JAM,Jamaica,18/05/20,520,3,9,0,175.607,1.013,3.0389999999999997,0.0,2961161.0,266.879,31.4,8193.571,206.537,Americas,18,5,2020
99,JPN,Japan,18/05/20,16305,20,749,5,128.917,0.158,5.922000000000001,0.04,126476458.0,347.778,48.2,39002.223,79.37,Asia,18,5,2020
100,JEY,Jersey,17/05/20,302,5,27,0,,,,,,,,,,Europe,17,5,2020
101,JOR,Jordan,18/05/20,613,6,9,0,60.08,0.588,0.882,0.0,10203140.0,109.285,23.2,8337.49,208.257,Asia,18,5,2020
102,KAZ,Kazakhstan,18/05/20,6440,283,34,0,342.978,15.072000000000001,1.811,0.0,18776707.0,6.681,30.6,24055.588,466.792,Asia,18,5,2020
103,KEN,Kenya,18/05/20,887,57,50,0,16.496,1.06,0.93,0.0,53771300.0,87.324,20.0,2993.028,218.637,Africa,18,5,2020
104,RKS,Kosovo,18/05/20,955,11,29,0,494.108,5.691,15.004000000000001,0.0,,,,,,,18,5,2020
105,KWT,Kuwait,18/05/20,14850,1048,112,5,3477.2929999999997,245.40099999999998,26.226,1.171,4270563.0,232.128,33.7,65530.537000000004,132.235,Asia,18,5,2020
106,KGZ,Kyrgyzstan,18/05/20,1216,78,14,0,186.38299999999998,11.956,2.146,0.0,6524191.0,32.333,26.3,3393.474,436.36199999999997,Asia,18,5,2020
107,LAO,Laos,01/05/20,19,0,0,0,2.611,0.0,0.0,0.0,7275556.0,29.715,24.4,6397.36,368.111,Asia,1,5,2020
108,LVA,Latvia,18/05/20,1008,11,19,0,534.4069999999999,5.832000000000001,10.073,0.0,1886202.0,31.212,43.9,25063.846,350.06,Europe,18,5,2020
109,LBN,Lebanon,18/05/20,911,9,26,0,133.471,1.319,3.8089999999999997,0.0,6825442.0,594.561,31.1,13367.565,266.591,Asia,18,5,2020
110,LSO,Lesotho,15/05/20,1,1,0,0,0.467,0.467,0.0,0.0,2142252.0,73.562,22.2,2851.153,405.126,Africa,15,5,2020
111,LBR,Liberia,18/05/20,226,3,21,1,44.685,0.593,4.152,0.198,5057677.0,49.126999999999995,19.2,752.788,272.509,Africa,18,5,2020
112,LBY,Libya,17/05/20,65,1,3,0,9.46,0.146,0.43700000000000006,0.0,6871287.0,3.623,29.0,17881.509,341.86199999999997,Africa,17,5,2020
113,LIE,Liechtenstein,01/05/20,83,0,1,0,2176.364,0.0,26.221,0.0,38137.0,237.012,,,,Europe,1,5,2020
114,LTU,Lithuania,18/05/20,1541,7,56,1,566.067,2.571,20.570999999999998,0.36700000000000005,2722291.0,45.135,43.5,29524.265,342.98900000000003,Europe,18,5,2020
115,LUX,Luxembourg,18/05/20,3945,15,107,3,6302.159000000001,23.963,170.933,4.793,625976.0,231.447,39.7,94277.965,128.275,Europe,18,5,2020
116,MKD,Macedonia,18/05/20,1792,30,101,3,860.1410000000001,14.4,48.479,1.44,2083380.0,82.6,39.1,13111.214,322.688,Europe,18,5,2020
117,MDG,Madagascar,18/05/20,304,21,1,1,10.978,0.758,0.036000000000000004,0.036000000000000004,27691019.0,43.951,19.6,1416.44,405.994,Africa,18,5,2020
118,MWI,Malawi,18/05/20,70,5,3,0,3.659,0.261,0.157,0.0,19129955.0,197.519,18.1,1095.042,227.34900000000002,Africa,18,5,2020
119,MYS,Malaysia,18/05/20,6894,22,113,0,213.00099999999998,0.68,3.491,0.0,32365998.0,96.25399999999999,29.9,26808.164,260.942,Asia,18,5,2020
120,MDV,Maldives,18/05/20,1094,16,4,0,2023.895,29.6,7.4,0.0,540542.0,1454.433,30.6,15183.616000000002,164.905,Asia,18,5,2020
121,MLI,Mali,18/05/20,860,25,52,4,42.467,1.235,2.568,0.198,20250834.0,15.196,16.4,2014.306,268.024,Africa,18,5,2020
122,MLT,Malta,18/05/20,553,7,6,0,1252.437,15.854000000000001,13.589,0.0,441539.0,1454.037,42.4,36513.323,168.71099999999998,Europe,18,5,2020
123,MRT,Mauritania,18/05/20,62,33,4,1,13.334000000000001,7.097,0.86,0.215,4649660.0,4.289,20.3,3597.633,232.347,Africa,18,5,2020
124,MUS,Mauritius,01/05/20,332,0,10,0,261.05400000000003,0.0,7.8629999999999995,0.0,1271767.0,622.962,37.4,20292.745,224.644,Africa,1,5,2020
125,MEX,Mexico,18/05/20,49219,2075,5177,132,381.74199999999996,16.094,40.153,1.024,128932753.0,66.444,29.3,17336.468999999997,152.783,Americas,18,5,2020
126,MDA,Moldova,18/05/20,6060,126,211,4,1502.245,31.235,52.306000000000004,0.992,4033963.0,123.655,37.6,5189.972,408.50199999999995,Europe,18,5,2020
127,MCO,Monaco,10/05/20,96,1,4,0,2446.234,25.482,101.926,0.0,39244.0,19347.5,,,,Europe,10,5,2020
128,MNG,Mongolia,18/05/20,140,4,0,0,42.705,1.22,0.0,0.0,3278292.0,1.98,28.6,11840.846000000001,460.043,Asia,18,5,2020
129,MNE,Montenegro,06/05/20,324,1,8,0,515.873,1.5919999999999999,12.738,0.0,628062.0,46.28,39.1,16409.288,387.305,Europe,6,5,2020
130,MSR,Montserrat,01/05/20,11,0,1,0,2200.44,0.0,200.04,0.0,4999.0,,,,,Americas,1,5,2020
131,MAR,Morocco,18/05/20,6870,129,192,0,186.12599999999998,3.495,5.202000000000001,0.0,36910558.0,80.08,29.6,7485.013000000001,419.14599999999996,Africa,18,5,2020
132,MOZ,Mozambique,18/05/20,137,8,0,0,4.383,0.256,0.0,0.0,31255435.0,37.728,17.7,1136.103,329.94199999999995,Africa,18,5,2020
133,MMR,Myanmar,18/05/20,187,5,6,0,3.437,0.092,0.11,0.0,54409794.0,81.721,29.1,5591.597,202.104,Asia,18,5,2020
134,NAM,Namibia,01/05/20,16,0,0,0,6.297000000000001,0.0,0.0,0.0,2540916.0,3.0780000000000003,22.0,9541.808,243.81099999999998,Africa,1,5,2020
135,NPL,Nepal,18/05/20,304,13,2,1,10.434000000000001,0.446,0.069,0.034,29136808.0,204.43,25.0,2442.804,260.797,Asia,18,5,2020
136,NLD,Netherlands,18/05/20,43995,125,5680,10,2567.571,7.295,331.48800000000006,0.584,17134873.0,508.54400000000004,43.2,48472.545,109.361,Europe,18,5,2020
137,NCL,New Caledonia,01/05/20,18,0,0,0,63.049,0.0,0.0,0.0,285491.0,15.342,33.4,,,Oceania,1,5,2020
138,NZL,New Zealand,17/05/20,1149,1,21,0,238.271,0.207,4.355,0.0,4822233.0,18.206,37.9,36085.843,128.797,Oceania,17,5,2020
139,NIC,Nicaragua,13/05/20,25,9,8,3,3.7739999999999996,1.359,1.208,0.45299999999999996,6624554.0,51.667,27.3,5321.444,137.016,Americas,13,5,2020
140,NER,Niger,18/05/20,904,15,54,3,37.345,0.62,2.231,0.124,24206636.0,16.955,15.1,926.0,238.33900000000003,Africa,18,5,2020
141,NGA,Nigeria,18/05/20,5959,338,182,6,28.908,1.64,0.883,0.028999999999999998,206139587.0,209.588,18.1,5338.454000000001,181.013,Africa,18,5,2020
142,MNP,Northern Mariana Islands,17/05/20,21,2,2,0,364.856,34.748000000000005,34.748000000000005,0.0,57557.0,119.87799999999999,,,194.99400000000003,Oceania,17,5,2020
143,NOR,Norway,16/05/20,8197,22,232,0,1512.015,4.058,42.795,0.0,5421242.0,14.462,39.7,64800.057,114.316,Europe,16,5,2020
144,OMN,Oman,18/05/20,5186,157,22,1,1015.544,30.744,4.308,0.196,5106622.0,14.98,30.7,37960.709,266.342,Asia,18,5,2020
145,PAK,Pakistan,18/05/20,42125,1974,903,30,190.704,8.936,4.088,0.136,220892331.0,255.57299999999998,23.5,5034.708,423.031,Asia,18,5,2020
146,PSE,Palestine,18/05/20,560,6,4,0,109.773,1.176,0.784,0.0,5101416.0,778.202,20.4,4449.898,265.91,Asia,18,5,2020
147,PAN,Panama,18/05/20,9606,157,275,6,2226.3070000000002,36.387,63.735,1.391,4314768.0,55.133,29.7,22267.037,128.346,Americas,18,5,2020
148,PNG,Papua New Guinea,01/05/20,8,0,0,0,0.894,0.0,0.0,0.0,8947027.0,18.22,22.6,3823.1940000000004,561.494,Oceania,1,5,2020
149,PRY,Paraguay,18/05/20,786,8,11,0,110.199,1.122,1.5419999999999998,0.0,7132530.0,17.144000000000002,26.5,8827.01,199.128,Americas,18,5,2020
150,PER,Peru,18/05/20,92273,3732,2648,125,2798.539,113.18700000000001,80.311,3.7910000000000004,32971846.0,25.129,29.1,12236.706,85.755,Americas,18,5,2020
151,PHL,Philippines,18/05/20,12513,208,824,7,114.189,1.8980000000000001,7.52,0.064,109581085.0,351.87300000000005,25.2,7599.188,370.43699999999995,Asia,18,5,2020
152,POL,Poland,18/05/20,18529,272,925,10,489.582,7.187,24.441,0.264,37846605.0,124.027,41.8,27216.445,227.331,Europe,18,5,2020
153,PRT,Portugal,18/05/20,29036,226,1218,15,2847.586,22.164,119.45,1.4709999999999999,10196707.0,112.37100000000001,46.2,27936.896,127.84200000000001,Europe,18,5,2020
154,PRI,Puerto Rico,18/05/20,2646,57,123,1,924.903,19.924,42.994,0.35,2860840.0,376.23199999999997,38.2,35044.67,108.094,Americas,18,5,2020
155,QAT,Qatar,18/05/20,32604,1632,15,0,11316.668,566.4580000000001,5.206,0.0,2881060.0,227.322,31.9,116935.6,176.69,Asia,18,5,2020
156,ROU,Romania,18/05/20,16871,167,1097,16,876.977,8.681000000000001,57.023999999999994,0.8320000000000001,19237682.0,85.12899999999999,43.0,23313.199,370.94599999999997,Europe,18,5,2020
157,RUS,Russia,18/05/20,281752,9709,2631,94,1930.675,66.53,18.029,0.644,145934460.0,8.823,39.6,24765.953999999998,431.29699999999997,Europe,18,5,2020
158,RWA,Rwanda,18/05/20,292,3,0,0,22.544,0.23199999999999998,0.0,0.0,12952209.0,494.869,20.3,1854.211,191.375,Africa,18,5,2020
159,KNA,Saint Kitts and Nevis,01/05/20,15,0,0,0,281.997,0.0,0.0,0.0,53192.0,212.865,,24654.385,,Americas,1,5,2020
160,LCA,Saint Lucia,04/05/20,18,1,0,0,98.024,5.446000000000001,0.0,0.0,183629.0,293.187,34.9,12951.839,204.62,Americas,4,5,2020
161,VCT,Saint Vincent and the Grenadines,04/05/20,17,1,0,0,153.226,9.013,0.0,0.0,110947.0,281.78700000000003,31.8,10727.146,252.675,Americas,4,5,2020
162,SMR,San Marino,18/05/20,654,1,41,0,19270.433999999997,29.465,1208.085,0.0,33938.0,556.6669999999999,,56861.47,,Europe,18,5,2020
163,STP,Sao Tome and Principe,14/05/20,235,15,7,1,1072.271,68.443,31.94,4.563,219161.0,212.84099999999998,18.7,3052.7140000000004,270.113,Africa,14,5,2020
164,SAU,Saudi Arabia,18/05/20,54752,2736,312,10,1572.707,78.589,8.962,0.287,34813867.0,15.322000000000001,31.9,49045.41099999999,259.538,Asia,18,5,2020
165,SEN,Senegal,18/05/20,2480,51,26,1,148.113,3.0460000000000003,1.5530000000000002,0.06,16743930.0,82.32799999999999,18.7,2470.58,241.21900000000002,Africa,18,5,2020
166,SRB,Serbia,18/05/20,10610,114,230,2,1559.24,16.753,33.801,0.294,6804596.0,80.291,41.2,14048.881000000001,439.415,Europe,18,5,2020
167,SYC,Seychelles,01/05/20,11,0,0,0,111.85700000000001,0.0,0.0,0.0,98340.0,208.354,36.2,26382.287,242.648,Africa,1,5,2020
168,SLE,Sierra Leone,18/05/20,505,43,32,3,63.306999999999995,5.391,4.012,0.376,7976985.0,104.7,19.1,1390.3,325.721,Africa,18,5,2020
169,SGP,Singapore,18/05/20,28038,682,22,0,4792.54,116.574,3.76,0.0,5850343.0,7915.731,42.4,85535.383,92.243,Asia,18,5,2020
170,SXM,Sint Maarten (Dutch part),13/05/20,77,1,15,0,1795.625,23.32,349.79699999999997,0.0,42882.0,1209.088,,36327.232,,Americas,13,5,2020
