,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
18,BEL,Belgium,30/04/20,47859,525,7501,170,4129.472,45.299,647.217,14.668,11589616.0,375.564,41.8,42658.575999999994,114.898,Europe,30,4,2020
19,BLZ,Belize,14/04/20,18,4,2,0,45.269,10.06,5.03,0.0,397621.0,16.426,25.0,7824.361999999999,176.957,Americas,14,4,2020
20,BEN,Benin,30/04/20,69,5,2,1,5.692,0.41200000000000003,0.165,0.08199999999999999,12123198.0,99.11,18.8,2064.236,235.84799999999998,Africa,30,4,2020
21,BMU,Bermuda,30/04/20,111,1,6,0,1782.474,16.058,96.35,0.0,62273.0,1308.82,,50669.315,139.547,Americas,30,4,2020
22,BTN,Bhutan,23/04/20,7,1,0,0,9.072000000000001,1.296,0.0,0.0,771612.0,21.188000000000002,28.6,8708.597,217.06599999999997,Asia,23,4,2020
23,BOL,Bolivia,30/04/20,1110,57,59,4,95.09100000000001,4.883,5.053999999999999,0.34299999999999997,11673029.0,10.202,25.4,6885.829000000001,204.299,Americas,30,4,2020
24,BES,Bonaire Sint Eustatius and Saba,22/04/20,6,1,0,0,228.824,38.137,0.0,0.0,26221.0,,,,,Americas,22,4,2020
25,BIH,Bosnia and Herzegovina,29/04/20,1588,24,62,2,484.026,7.315,18.898,0.61,3280815.0,68.49600000000001,42.5,11713.895,329.635,Europe,29,4,2020
26,BWA,Botswana,29/04/20,23,1,1,0,9.78,0.425,0.425,0.0,2351625.0,4.044,25.8,15807.374,237.372,Africa,29,4,2020
27,BRA,Brazil,30/04/20,78162,6276,5466,449,367.718,29.526,25.715,2.112,212559409.0,25.04,33.5,14103.452,177.96099999999998,Americas,30,4,2020
28,VGB,British Virgin Islands,25/04/20,6,1,1,0,198.43200000000002,33.071999999999996,33.071999999999996,0.0,30237.0,207.97299999999998,,,,Americas,25,4,2020
29,BRN,Brunei,20/04/20,138,1,1,0,315.441,2.286,2.286,0.0,437483.0,81.347,32.4,71809.25099999999,201.285,Asia,20,4,2020
30,BGR,Bulgaria,30/04/20,1447,48,64,6,208.248,6.9079999999999995,9.211,0.8640000000000001,6948445.0,65.18,44.7,18563.307,424.68800000000005,Europe,30,4,2020
31,BFA,Burkina Faso,30/04/20,641,3,43,1,30.665,0.14400000000000002,2.057,0.048,20903278.0,70.15100000000001,17.6,1703.102,269.048,Africa,30,4,2020
32,BDI,Burundi,26/04/20,15,3,1,0,1.261,0.252,0.084,0.0,11890781.0,423.06199999999995,17.5,702.225,293.068,Africa,26,4,2020
33,KHM,Cambodia,12/04/20,122,2,0,0,7.297000000000001,0.12,0.0,0.0,16718971.0,90.67200000000001,25.6,3645.07,270.892,Asia,12,4,2020
34,CMR,Cameroon,30/04/20,1832,26,61,2,69.013,0.9790000000000001,2.298,0.075,26545864.0,50.885,18.8,3364.926,244.66099999999997,Africa,30,4,2020
35,CAN,Canada,30/04/20,51587,1572,2996,137,1366.8270000000002,41.651,79.381,3.63,37742157.0,4.037,41.4,44017.59099999999,105.59899999999999,Americas,30,4,2020
36,CPV,Cape Verde,29/04/20,113,4,1,0,203.24200000000002,7.194,1.7990000000000002,0.0,555988.0,135.58,25.7,6222.554,182.21900000000002,Africa,29,4,2020
37,CYM,Cayman Islands,30/04/20,73,3,1,0,1110.7730000000001,45.648,15.216,0.0,65720.0,256.496,,49903.029,,Americas,30,4,2020
38,CAF,Central African Republic,28/04/20,50,31,0,0,10.352,6.419,0.0,0.0,4829764.0,7.479,18.3,661.24,435.727,Africa,28,4,2020
39,TCD,Chad,29/04/20,52,6,2,2,3.1660000000000004,0.365,0.122,0.122,16425859.0,11.833,16.7,1768.1529999999998,280.995,Africa,29,4,2020
40,CHL,Chile,30/04/20,14885,520,216,9,778.659,27.201999999999998,11.299000000000001,0.47100000000000003,19116209.0,24.281999999999996,35.4,22767.037,127.993,Americas,30,4,2020
41,CHN,China,30/04/20,83944,4,4637,0,58.321999999999996,0.003,3.222,0.0,1439323774.0,147.674,38.7,15308.712,261.899,Asia,30,4,2020
42,COL,Colombia,30/04/20,6211,262,278,9,122.065,5.149,5.4639999999999995,0.177,50882884.0,44.223,32.2,13254.948999999999,124.24,Americas,30,4,2020
43,COG,Congo,30/04/20,220,13,9,1,39.869,2.356,1.631,0.18100000000000002,5518092.0,15.405,19.0,4881.406,344.094,Africa,30,4,2020
44,CRI,Costa Rica,30/04/20,713,8,6,0,139.965,1.57,1.178,0.0,5094114.0,96.079,33.6,15524.995,137.97299999999998,Americas,30,4,2020
45,CIV,Cote d'Ivoire,30/04/20,1238,55,14,0,46.933,2.085,0.531,0.0,26378275.0,76.399,18.7,3601.006,303.74,Africa,30,4,2020
46,HRV,Croatia,30/04/20,2062,15,67,4,502.281,3.654,16.32,0.9740000000000001,4105268.0,73.726,44.0,22669.797000000002,253.782,Europe,30,4,2020
47,CUB,Cuba,30/04/20,1467,30,58,0,129.518,2.6489999999999996,5.121,0.0,11326616.0,110.40799999999999,43.1,,190.968,Americas,30,4,2020
48,CUW,Curacao,25/04/20,16,2,1,0,97.50200000000001,12.187999999999999,6.093999999999999,0.0,164100.0,362.644,41.7,,,Americas,25,4,2020
49,CYP,Cyprus,30/04/20,843,6,15,0,962.44,6.85,17.125,0.0,875899.0,127.65700000000001,37.3,32415.132,141.171,Asia,30,4,2020
50,CZE,Czech Republic,30/04/20,7579,75,227,0,707.7239999999999,7.002999999999999,21.197,0.0,10708982.0,137.17600000000002,43.3,32605.906000000003,227.485,Europe,30,4,2020
51,COD,Democratic Republic of Congo,30/04/20,500,9,31,1,5.582999999999999,0.1,0.34600000000000003,0.011000000000000001,89561404.0,35.879,17.0,808.133,318.949,Africa,30,4,2020
52,DNK,Denmark,30/04/20,9008,157,443,9,1555.194,27.105,76.482,1.554,5792203.0,136.52,42.3,46682.515,114.76700000000001,Europe,30,4,2020
53,DJI,Djibouti,30/04/20,1077,5,2,0,1090.079,5.061,2.024,0.0,988002.0,41.285,25.4,2705.406,258.03700000000003,Africa,30,4,2020
54,DMA,Dominica,10/04/20,16,1,0,0,222.25,13.890999999999998,0.0,0.0,71991.0,98.56700000000001,,9673.367,227.37599999999998,Americas,10,4,2020
55,DOM,Dominican Republic,30/04/20,6652,236,293,7,613.206,21.755,27.01,0.645,10847904.0,222.873,27.6,14600.861,266.653,Americas,30,4,2020
56,ECU,Ecuador,30/04/20,24675,417,883,12,1398.567,23.635,50.048,0.68,17643060.0,66.939,28.1,10581.936000000002,140.44799999999998,Americas,30,4,2020
57,EGY,Egypt,30/04/20,5268,226,380,21,51.478,2.208,3.713,0.205,102334403.0,97.999,25.3,10550.206,525.432,Africa,30,4,2020
58,SLV,El Salvador,30/04/20,377,32,9,0,58.123000000000005,4.934,1.3880000000000001,0.0,6486201.0,307.811,27.6,7292.4580000000005,167.295,Americas,30,4,2020
59,GNQ,Equatorial Guinea,29/04/20,315,57,1,0,224.521,40.628,0.713,0.0,1402985.0,45.193999999999996,22.4,22604.873,202.812,Africa,29,4,2020
60,ERI,Eritrea,20/04/20,39,4,0,0,10.997,1.128,0.0,0.0,3546427.0,44.303999999999995,19.3,1510.4589999999998,311.11,Africa,20,4,2020
61,EST,Estonia,30/04/20,1666,6,50,0,1255.9,4.523,37.692,0.0,1326539.0,31.033,42.7,29481.252,255.56900000000002,Europe,30,4,2020
62,ETH,Ethiopia,30/04/20,130,4,3,0,1.131,0.035,0.026000000000000002,0.0,114963583.0,104.95700000000001,19.8,1729.9270000000001,182.63400000000001,Africa,30,4,2020
63,FRO,Faeroe Islands,24/04/20,187,2,0,0,3826.87,40.929,0.0,0.0,48865.0,35.308,,,,Europe,24,4,2020
64,FLK,Falkland Islands,26/04/20,13,1,0,0,3732.415,287.10900000000004,0.0,0.0,3483.0,,,,,Americas,26,4,2020
65,FJI,Fiji,21/04/20,18,1,0,0,20.079,1.1159999999999999,0.0,0.0,896444.0,49.562,28.6,8702.975,412.82,Oceania,21,4,2020
66,FIN,Finland,30/04/20,4906,166,206,7,885.445,29.96,37.179,1.263,5540718.0,18.136,42.8,40585.721,153.507,Europe,30,4,2020
67,FRA,France,30/04/20,128442,1607,24087,427,1967.751,24.619,369.01599999999996,6.542000000000001,65273512.0,122.57799999999999,42.0,38605.671,86.06,Europe,30,4,2020
68,PYF,French Polynesia,28/04/20,58,1,0,0,206.476,3.56,0.0,0.0,280904.0,77.324,32.7,,,Oceania,28,4,2020
69,GAB,Gabon,30/04/20,276,38,3,0,124.00399999999999,17.073,1.348,0.0,2225728.0,7.859,23.1,16562.413,259.967,Africa,30,4,2020
70,GMB,Gambia,30/04/20,11,1,1,0,4.552,0.414,0.414,0.0,2416664.0,207.56599999999997,17.5,1561.767,331.43,Africa,30,4,2020
71,GEO,Georgia,30/04/20,517,6,6,0,129.601,1.504,1.504,0.0,3989175.0,65.032,38.7,9745.079,496.218,Asia,30,4,2020
72,DEU,Germany,30/04/20,159119,1478,6288,173,1899.1589999999999,17.641,75.05,2.065,83783945.0,237.016,46.6,45229.245,156.139,Europe,30,4,2020
73,GHA,Ghana,29/04/20,1671,121,16,5,53.777,3.8939999999999997,0.515,0.161,31072945.0,126.719,21.1,4227.63,298.245,Africa,29,4,2020
74,GIB,Gibraltar,27/04/20,141,5,0,0,4185.094,148.408,0.0,0.0,33691.0,3457.1,,,,Europe,27,4,2020
75,GRC,Greece,30/04/20,2576,42,139,3,247.144,4.03,13.335999999999999,0.28800000000000003,10423056.0,83.479,45.3,24574.382,175.695,Europe,30,4,2020
76,GRL,Greenland,06/04/20,11,1,0,0,193.757,17.614,0.0,0.0,56772.0,0.13699999999999998,,,199.94099999999997,Americas,6,4,2020
77,GRD,Grenada,30/04/20,20,2,0,0,177.748,17.775,0.0,0.0,112519.0,317.132,29.4,13593.877,243.96400000000003,Americas,30,4,2020
78,GUM,Guam,29/04/20,145,1,5,0,859.091,5.925,29.624000000000002,0.0,168783.0,304.128,31.4,,310.496,Oceania,29,4,2020
79,GTM,Guatemala,30/04/20,585,28,16,0,32.653,1.5630000000000002,0.893,0.0,17915567.0,157.834,22.9,7423.808000000001,155.898,Americas,30,4,2020
80,GGY,Guernsey,30/04/20,251,4,13,0,,,,,,,,,,Europe,30,4,2020
81,GIN,Guinea,30/04/20,1351,111,7,0,102.87200000000001,8.452,0.5329999999999999,0.0,13132792.0,51.755,19.0,1998.9260000000002,336.717,Africa,30,4,2020
82,GNB,Guinea-Bissau,30/04/20,77,4,1,0,39.126,2.033,0.508,0.0,1967998.0,66.191,19.4,1548.675,382.474,Africa,30,4,2020
83,GUY,Guyana,30/04/20,78,3,8,0,99.166,3.8139999999999996,10.171,0.0,786559.0,3.952,26.3,7435.047,373.159,Americas,30,4,2020
84,HTI,Haiti,28/04/20,76,4,6,0,6.665,0.35100000000000003,0.526,0.0,11402533.0,398.44800000000004,24.3,1653.1729999999998,430.548,Americas,28,4,2020
85,HND,Honduras,30/04/20,771,33,71,5,77.843,3.332,7.167999999999999,0.505,9904608.0,82.805,24.9,4541.795,240.208,Americas,30,4,2020
86,HKG,Hong Kong,01/04/20,0,0,0,0,,,,,7496988.0,7039.714,44.8,56054.92,,Asia,1,4,2020
87,HUN,Hungary,30/04/20,2775,48,312,12,287.257,4.968999999999999,32.297,1.242,9660350.0,108.04299999999999,43.4,26777.561,278.296,Europe,30,4,2020
88,ISL,Iceland,30/04/20,1797,2,10,0,5265.934,5.861000000000001,29.304000000000002,0.0,341250.0,3.404,37.3,46482.958,117.992,Europe,30,4,2020
89,IND,India,30/04/20,33050,1718,1074,67,23.949,1.245,0.778,0.049,1380004385.0,450.41900000000004,28.2,6426.674,282.28,Asia,30,4,2020
90,IDN,Indonesia,30/04/20,9771,260,784,11,35.723,0.951,2.866,0.04,273523621.0,145.725,29.3,11188.743999999999,342.86400000000003,Asia,30,4,2020
91,IRN,Iran,30/04/20,93657,1073,5957,80,1115.058,12.775,70.923,0.9520000000000001,83992953.0,49.831,32.4,19082.62,270.308,Asia,30,4,2020
92,IRQ,Iraq,30/04/20,2003,156,92,4,49.798,3.878,2.287,0.099,40222503.0,88.125,20.0,15663.986,218.612,Asia,30,4,2020
93,IRL,Ireland,30/04/20,20253,376,1190,31,4101.628,76.14699999999999,240.998,6.278,4937796.0,69.874,38.7,67335.293,126.459,Europe,30,4,2020
94,IMN,Isle of Man,30/04/20,313,4,21,0,3680.967,47.041000000000004,246.96599999999998,0.0,85032.0,147.872,,,,Europe,30,4,2020
95,ISR,Israel,30/04/20,15834,245,215,7,1829.348,28.305999999999997,24.84,0.809,8655541.0,402.606,30.6,33132.32,93.32,Asia,30,4,2020
96,ITA,Italy,30/04/20,203591,2086,27682,323,3367.265,34.501,457.843,5.3420000000000005,60461828.0,205.859,47.9,35220.084,113.15100000000001,Europe,30,4,2020
97,JAM,Jamaica,30/04/20,396,15,7,0,133.731,5.066,2.364,0.0,2961161.0,266.879,31.4,8193.571,206.537,Americas,30,4,2020
98,JPN,Japan,30/04/20,14088,236,415,26,111.38799999999999,1.8659999999999999,3.281,0.20600000000000002,126476458.0,347.778,48.2,39002.223,79.37,Asia,30,4,2020
99,JEY,Jersey,30/04/20,286,2,21,1,,,,,,,,,,Europe,30,4,2020
100,JOR,Jordan,30/04/20,451,2,8,0,44.202,0.196,0.784,0.0,10203140.0,109.285,23.2,8337.49,208.257,Asia,30,4,2020
101,KAZ,Kazakhstan,30/04/20,3205,142,25,0,170.69,7.563,1.331,0.0,18776707.0,6.681,30.6,24055.588,466.792,Asia,30,4,2020
102,KEN,Kenya,30/04/20,384,10,15,1,7.141,0.18600000000000003,0.27899999999999997,0.019,53771300.0,87.324,20.0,2993.028,218.637,Africa,30,4,2020
103,RKS,Kosovo,30/04/20,799,9,22,0,413.395,4.657,11.383,0.0,,,,,,,30,4,2020
104,KWT,Kuwait,30/04/20,3740,300,24,1,875.763,70.248,5.62,0.23399999999999999,4270563.0,232.128,33.7,65530.537000000004,132.235,Asia,30,4,2020
105,KGZ,Kyrgyzstan,30/04/20,746,17,8,0,114.344,2.6060000000000003,1.226,0.0,6524191.0,32.333,26.3,3393.474,436.36199999999997,Asia,30,4,2020
106,LAO,Laos,13/04/20,19,1,0,0,2.611,0.13699999999999998,0.0,0.0,7275556.0,29.715,24.4,6397.36,368.111,Asia,13,4,2020
107,LVA,Latvia,30/04/20,849,13,15,2,450.111,6.892,7.952000000000001,1.06,1886202.0,31.212,43.9,25063.846,350.06,Europe,30,4,2020
108,LBN,Lebanon,30/04/20,721,4,24,0,105.634,0.586,3.516,0.0,6825442.0,594.561,31.1,13367.565,266.591,Asia,30,4,2020
109,LBR,Liberia,29/04/20,141,8,16,0,27.878,1.5819999999999999,3.1639999999999997,0.0,5057677.0,49.126999999999995,19.2,752.788,272.509,Africa,29,4,2020
110,LBY,Libya,25/04/20,61,1,2,0,8.878,0.146,0.29100000000000004,0.0,6871287.0,3.623,29.0,17881.509,341.86199999999997,Africa,25,4,2020
111,LIE,Liechtenstein,26/04/20,83,1,1,0,2176.364,26.221,26.221,0.0,38137.0,237.012,,,,Europe,26,4,2020
112,LTU,Lithuania,28/04/20,1449,11,41,0,532.2719999999999,4.041,15.061,0.0,2722291.0,45.135,43.5,29524.265,342.98900000000003,Europe,28,4,2020
113,LUX,Luxembourg,30/04/20,3769,28,89,0,6020.9980000000005,44.73,142.178,0.0,625976.0,231.447,39.7,94277.965,128.275,Europe,30,4,2020
114,MKD,Macedonia,30/04/20,1442,21,73,2,692.1439999999999,10.08,35.039,0.96,2083380.0,82.6,39.1,13111.214,322.688,Europe,30,4,2020
115,MDG,Madagascar,28/04/20,128,4,0,0,4.622,0.14400000000000002,0.0,0.0,27691019.0,43.951,19.6,1416.44,405.994,Africa,28,4,2020
116,MWI,Malawi,28/04/20,36,2,3,0,1.882,0.105,0.157,0.0,19129955.0,197.519,18.1,1095.042,227.34900000000002,Africa,28,4,2020
117,MYS,Malaysia,30/04/20,5945,94,100,0,183.68,2.904,3.09,0.0,32365998.0,96.25399999999999,29.9,26808.164,260.942,Asia,30,4,2020
118,MDV,Maldives,30/04/20,277,32,0,0,512.4490000000001,59.2,0.0,0.0,540542.0,1454.433,30.6,15183.616000000002,164.905,Asia,30,4,2020
119,MLI,Mali,30/04/20,482,58,25,1,23.801,2.864,1.235,0.049,20250834.0,15.196,16.4,2014.306,268.024,Africa,30,4,2020
120,MLT,Malta,30/04/20,463,13,4,0,1048.605,29.441999999999997,9.059,0.0,441539.0,1454.037,42.4,36513.323,168.71099999999998,Europe,30,4,2020
121,MRT,Mauritania,10/04/20,7,1,1,0,1.505,0.215,0.215,0.0,4649660.0,4.289,20.3,3597.633,232.347,Africa,10,4,2020
122,MUS,Mauritius,27/04/20,332,1,9,0,261.05400000000003,0.7859999999999999,7.077000000000001,0.0,1271767.0,622.962,37.4,20292.745,224.644,Africa,27,4,2020
123,MEX,Mexico,30/04/20,17799,1047,1732,163,138.049,8.121,13.433,1.264,128932753.0,66.444,29.3,17336.468999999997,152.783,Americas,30,4,2020
124,MDA,Moldova,30/04/20,3771,133,111,4,934.813,32.97,27.516,0.992,4033963.0,123.655,37.6,5189.972,408.50199999999995,Europe,30,4,2020
125,MCO,Monaco,28/04/20,95,1,4,0,2420.752,25.482,101.926,0.0,39244.0,19347.5,,,,Europe,28,4,2020
126,MNG,Mongolia,26/04/20,38,2,0,0,11.591,0.61,0.0,0.0,3278292.0,1.98,28.6,11840.846000000001,460.043,Asia,26,4,2020
127,MNE,Montenegro,30/04/20,322,1,7,0,512.688,1.5919999999999999,11.145,0.0,628062.0,46.28,39.1,16409.288,387.305,Europe,30,4,2020
128,MSR,Montserrat,13/04/20,11,2,0,0,2200.44,400.08,0.0,0.0,4999.0,,,,,Americas,13,4,2020
129,MAR,Morocco,30/04/20,4321,69,168,3,117.06700000000001,1.869,4.552,0.081,36910558.0,80.08,29.6,7485.013000000001,419.14599999999996,Africa,30,4,2020
130,MOZ,Mozambique,27/04/20,76,6,0,0,2.432,0.192,0.0,0.0,31255435.0,37.728,17.7,1136.103,329.94199999999995,Africa,27,4,2020
131,MMR,Myanmar,29/04/20,150,4,5,0,2.7569999999999997,0.07400000000000001,0.092,0.0,54409794.0,81.721,29.1,5591.597,202.104,Asia,29,4,2020
132,NAM,Namibia,06/04/20,16,2,0,0,6.297000000000001,0.787,0.0,0.0,2540916.0,3.0780000000000003,22.0,9541.808,243.81099999999998,Africa,6,4,2020
133,NPL,Nepal,30/04/20,57,3,0,0,1.956,0.10300000000000001,0.0,0.0,29136808.0,204.43,25.0,2442.804,260.797,Asia,30,4,2020
134,NLD,Netherlands,30/04/20,38802,386,4711,145,2264.505,22.526999999999997,274.936,8.462,17134873.0,508.54400000000004,43.2,48472.545,109.361,Europe,30,4,2020
135,NCL,New Caledonia,04/04/20,18,2,0,0,63.049,7.005,0.0,0.0,285491.0,15.342,33.4,,,Oceania,4,4,2020
136,NZL,New Zealand,30/04/20,1129,3,19,0,234.12400000000002,0.622,3.94,0.0,4822233.0,18.206,37.9,36085.843,128.797,Oceania,30,4,2020
137,NIC,Nicaragua,30/04/20,14,1,4,1,2.113,0.151,0.604,0.151,6624554.0,51.667,27.3,5321.444,137.016,Americas,30,4,2020
138,NER,Niger,30/04/20,713,4,32,1,29.455,0.165,1.3219999999999998,0.040999999999999995,24206636.0,16.955,15.1,926.0,238.33900000000003,Africa,30,4,2020
139,NGA,Nigeria,30/04/20,1728,196,51,7,8.383,0.951,0.247,0.034,206139587.0,209.588,18.1,5338.454000000001,181.013,Africa,30,4,2020
140,MNP,Northern Mariana Islands,18/04/20,14,1,2,0,243.237,17.374000000000002,34.748000000000005,0.0,57557.0,119.87799999999999,,,194.99400000000003,Oceania,18,4,2020
141,NOR,Norway,30/04/20,7667,62,202,7,1414.2520000000002,11.436,37.260999999999996,1.291,5421242.0,14.462,39.7,64800.057,114.316,Europe,30,4,2020
142,OMN,Oman,30/04/20,2274,143,10,0,445.30400000000003,28.003,1.9580000000000002,0.0,5106622.0,14.98,30.7,37960.709,266.342,Asia,30,4,2020
143,PAK,Pakistan,30/04/20,15759,874,346,19,71.342,3.957,1.5659999999999998,0.086,220892331.0,255.57299999999998,23.5,5034.708,423.031,Asia,30,4,2020
144,PSE,Palestine,30/04/20,507,12,2,0,99.384,2.352,0.392,0.0,5101416.0,778.202,20.4,4449.898,265.91,Asia,30,4,2020
145,PAN,Panama,30/04/20,6378,178,178,2,1478.1789999999999,41.254,41.254,0.46399999999999997,4314768.0,55.133,29.7,22267.037,128.346,Americas,30,4,2020
146,PNG,Papua New Guinea,23/04/20,8,1,0,0,0.894,0.11199999999999999,0.0,0.0,8947027.0,18.22,22.6,3823.1940000000004,561.494,Oceania,23,4,2020
147,PRY,Paraguay,30/04/20,249,10,9,0,34.91,1.402,1.262,0.0,7132530.0,17.144000000000002,26.5,8827.01,199.128,Americas,30,4,2020
148,PER,Peru,30/04/20,33931,2741,943,89,1029.09,83.132,28.6,2.699,32971846.0,25.129,29.1,12236.706,85.755,Americas,30,4,2020
149,PHL,Philippines,30/04/20,8212,254,558,28,74.94,2.318,5.092,0.256,109581085.0,351.87300000000005,25.2,7599.188,370.43699999999995,Asia,30,4,2020
150,POL,Poland,30/04/20,12640,422,624,28,333.98,11.15,16.488,0.74,37846605.0,124.027,41.8,27216.445,227.331,Europe,30,4,2020
151,PRT,Portugal,30/04/20,24692,368,989,16,2421.5660000000003,36.09,96.992,1.569,10196707.0,112.37100000000001,46.2,27936.896,127.84200000000001,Europe,30,4,2020
152,PRI,Puerto Rico,30/04/20,1433,33,86,0,500.902,11.535,30.061,0.0,2860840.0,376.23199999999997,38.2,35044.67,108.094,Americas,30,4,2020
153,QAT,Qatar,30/04/20,12564,643,10,0,4360.895,223.18200000000002,3.471,0.0,2881060.0,227.322,31.9,116935.6,176.69,Asia,30,4,2020
154,ROU,Romania,30/04/20,11978,362,675,25,622.632,18.817,35.086999999999996,1.3,19237682.0,85.12899999999999,43.0,23313.199,370.94599999999997,Europe,30,4,2020
155,RUS,Russia,30/04/20,99399,5841,972,105,681.1210000000001,40.025,6.6610000000000005,0.72,145934460.0,8.823,39.6,24765.953999999998,431.29699999999997,Europe,30,4,2020
156,RWA,Rwanda,30/04/20,225,13,0,0,17.372,1.004,0.0,0.0,12952209.0,494.869,20.3,1854.211,191.375,Africa,30,4,2020
157,KNA,Saint Kitts and Nevis,20/04/20,15,1,0,0,281.997,18.8,0.0,0.0,53192.0,212.865,,24654.385,,Americas,20,4,2020
158,LCA,Saint Lucia,30/04/20,17,2,0,0,92.57799999999999,10.892000000000001,0.0,0.0,183629.0,293.187,34.9,12951.839,204.62,Americas,30,4,2020
159,VCT,Saint Vincent and the Grenadines,29/04/20,16,1,0,0,144.213,9.013,0.0,0.0,110947.0,281.78700000000003,31.8,10727.146,252.675,Americas,29,4,2020
160,SMR,San Marino,30/04/20,563,10,41,0,16589.074,294.655,1208.085,0.0,33938.0,556.6669999999999,,56861.47,,Europe,30,4,2020
161,STP,Sao Tome and Principe,30/04/20,14,3,0,0,63.88,13.689,0.0,0.0,219161.0,212.84099999999998,18.7,3052.7140000000004,270.113,Africa,30,4,2020
162,SAU,Saudi Arabia,30/04/20,21402,1325,157,5,614.755,38.06,4.51,0.14400000000000002,34813867.0,15.322000000000001,31.9,49045.41099999999,259.538,Asia,30,4,2020
163,SEN,Senegal,30/04/20,882,59,9,0,52.676,3.5239999999999996,0.5379999999999999,0.0,16743930.0,82.32799999999999,18.7,2470.58,241.21900000000002,Africa,30,4,2020
164,SRB,Serbia,30/04/20,8724,227,173,5,1282.075,33.36,25.424,0.735,6804596.0,80.291,41.2,14048.881000000001,439.415,Europe,30,4,2020
165,SYC,Seychelles,15/04/20,11,1,0,0,111.85700000000001,10.169,0.0,0.0,98340.0,208.354,36.2,26382.287,242.648,Africa,15,4,2020
166,SLE,Sierra Leone,30/04/20,116,12,4,0,14.542,1.504,0.501,0.0,7976985.0,104.7,19.1,1390.3,325.721,Africa,30,4,2020
167,SGP,Singapore,30/04/20,15641,690,14,0,2673.518,117.94200000000001,2.3930000000000002,0.0,5850343.0,7915.731,42.4,85535.383,92.243,Asia,30,4,2020
168,SXM,Sint Maarten (Dutch part),30/04/20,76,1,13,0,1772.305,23.32,303.158,0.0,42882.0,1209.088,,36327.232,,Americas,30,4,2020
169,SVK,Slovakia,30/04/20,1391,7,22,2,254.77900000000002,1.2819999999999998,4.03,0.366,5459643.0,113.12799999999999,41.2,30155.152000000002,287.959,Europe,30,4,2020
