,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
43,MCO,Monaco,29/02/20,1,1,0,0,25.482,25.482,0.0,0.0,39244,19347.5,,,,Europe,29,2,2020
44,NPL,Nepal,01/02/20,1,0,0,0,0.034,0.0,0.0,0.0,29136808,204.43,25.0,2442.804,260.797,Asia,1,2,2020
45,NLD,Netherlands,29/02/20,2,1,0,0,0.11699999999999999,0.057999999999999996,0.0,0.0,17134873,508.54400000000004,43.2,48472.545,109.361,Europe,29,2,2020
46,NZL,New Zealand,28/02/20,1,1,0,0,0.207,0.207,0.0,0.0,4822233,18.206,37.9,36085.843,128.797,Oceania,28,2,2020
47,NGA,Nigeria,28/02/20,1,1,0,0,0.005,0.005,0.0,0.0,206139587,209.588,18.1,5338.454000000001,181.013,Africa,28,2,2020
48,NOR,Norway,29/02/20,6,2,0,0,1.107,0.369,0.0,0.0,5421242,14.462,39.7,64800.057,114.316,Europe,29,2,2020
49,OMN,Oman,28/02/20,6,2,0,0,1.175,0.392,0.0,0.0,5106622,14.98,30.7,37960.709,266.342,Asia,28,2,2020
50,PAK,Pakistan,27/02/20,2,2,0,0,0.009000000000000001,0.009000000000000001,0.0,0.0,220892331,255.57299999999998,23.5,5034.708,423.031,Asia,27,2,2020
51,PHL,Philippines,06/02/20,3,1,1,0,0.027000000000000003,0.009000000000000001,0.009000000000000001,0.0,109581085,351.87300000000005,25.2,7599.188,370.43699999999995,Asia,6,2,2020
52,QAT,Qatar,01/02/20,0,0,0,0,0.0,0.0,0.0,0.0,2881060,227.322,31.9,116935.6,176.69,Asia,1,2,2020
53,ROU,Romania,29/02/20,3,2,0,0,0.156,0.10400000000000001,0.0,0.0,19237682,85.12899999999999,43.0,23313.199,370.94599999999997,Europe,29,2,2020
54,RUS,Russia,01/02/20,2,2,0,0,0.013999999999999999,0.013999999999999999,0.0,0.0,145934460,8.823,39.6,24765.953999999998,431.29699999999997,Europe,1,2,2020
55,SMR,San Marino,28/02/20,1,1,0,0,29.465,29.465,0.0,0.0,33938,556.6669999999999,,56861.47,,Europe,28,2,2020
56,SRB,Serbia,26/02/20,0,0,0,0,,,,,6804596,80.291,41.2,14048.881000000001,439.415,Europe,26,2,2020
57,SGP,Singapore,29/02/20,98,2,0,0,16.750999999999998,0.342,0.0,0.0,5850343,7915.731,42.4,85535.383,92.243,Asia,29,2,2020
58,ZAF,South Africa,07/02/20,0,0,0,0,,,,,59308690,46.754,27.3,12294.876,200.38,Africa,7,2,2020
59,KOR,South Korea,29/02/20,2931,909,16,3,57.169,17.73,0.312,0.059000000000000004,51269183,527.967,43.4,35938.373999999996,85.99799999999999,Asia,29,2,2020
60,ESP,Spain,29/02/20,54,19,0,0,1.155,0.406,0.0,0.0,46754783,93.105,45.5,34272.36,99.40299999999999,Europe,29,2,2020
61,LKA,Sri Lanka,01/02/20,1,0,0,0,0.047,0.0,0.0,0.0,21413250,341.955,34.1,11669.077,197.093,Asia,1,2,2020
62,SWE,Sweden,29/02/20,12,5,0,0,1.188,0.495,0.0,0.0,10099270,24.718000000000004,41.0,46949.282999999996,133.982,Europe,29,2,2020
63,CHE,Switzerland,29/02/20,12,4,0,0,1.3869999999999998,0.462,0.0,0.0,8654618,214.243,43.1,57410.166,99.73899999999999,Europe,29,2,2020
64,TWN,Taiwan,29/02/20,39,5,1,0,1.6380000000000001,0.21,0.042,0.0,23816775,,42.2,,103.95700000000001,Asia,29,2,2020
65,THA,Thailand,29/02/20,42,2,0,0,0.602,0.028999999999999998,0.0,0.0,69799978,135.132,40.1,16277.671,109.861,Asia,29,2,2020
66,ARE,United Arab Emirates,28/02/20,19,6,0,0,1.921,0.607,0.0,0.0,9890400,112.44200000000001,34.0,67293.483,317.84,Asia,28,2,2020
67,GBR,United Kingdom,29/02/20,18,2,0,0,0.265,0.028999999999999998,0.0,0.0,67886004,272.89799999999997,40.8,39753.244,122.137,Europe,29,2,2020
68,USA,United States,29/02/20,66,6,0,0,0.19899999999999998,0.018000000000000002,0.0,0.0,331002647,35.608000000000004,38.3,54225.445999999996,151.089,Americas,29,2,2020
69,VNM,Vietnam,13/02/20,16,1,0,0,0.16399999999999998,0.01,0.0,0.0,97338583,308.127,32.6,6171.884,245.465,Asia,13,2,2020
